,int_rate,dti,fico_avg,annual_inc,loan_amnt,term,revol_util,inq_last_6mths,delinq_2yrs,open_acc,payment_to_income,log_loan_amnt,log_revol_bal,credit_history_age_days,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,home_ownership_OWN,home_ownership_RENT,verification_status_Source Verified,verification_status_Verified,application_type_Joint App
3337,9.17,28.25,712.0,94000.0,20000.0,36,46.7,0.0,0.0,10.0,0.006782693801129776,9.903537551286169,9.399637542506563,4444,1,0,0,0,0,0,0,0,0,0,0
1800,11.99,29.77,682.0,40000.0,15000.0,36,68.5,1.0,0.0,8.0,0.012453438664033398,9.61587214452889,9.677652883410428,4778,0,1,0,0,0,0,0,1,0,1,0
4221,12.88,1.06,727.0,52000.0,3000.0,36,34.0,0.0,0.0,2.0,0.001940539605007596,8.006700845440367,6.5722825426940075,3835,0,1,0,0,0,0,0,0,1,0,0
2187,7.91,14.9,717.0,65000.0,8000.0,36,32.8,1.0,0.0,5.0,0.003851633051799203,8.987321812850123,8.515191188745565,5113,0,0,0,0,0,0,1,0,1,0,0
1887,12.88,14.35,677.0,121000.0,28000.0,60,62.0,4.0,0.0,18.0,0.005250948339269923,10.239995502805314,10.332864480690604,9557,0,1,0,0,0,0,0,0,0,1,0
3100,13.99,18.23,667.0,41200.0,10000.0,36,70.6,1.0,0.0,8.0,0.008294216159801948,9.210440366976515,8.910990494656719,5997,0,1,0,0,0,0,0,1,0,1,0
2008,18.99,18.76,677.0,59500.0,7600.0,36,49.9,1.0,0.0,13.0,0.004681433925480244,8.936035096566041,8.376781037699493,6119,0,0,0,1,0,0,0,1,0,1,0
8635,13.67,18.83,677.0,52000.0,8975.0,36,35.6,0.0,0.0,8.0,0.00587123324551451,9.102309627762477,8.477412321404392,1705,0,1,0,0,0,0,0,1,0,1,0
8499,7.26,16.03,682.0,116900.0,14400.0,36,66.7,0.0,0.0,15.0,0.0038181880394521864,9.575052927597381,10.121256687512883,5844,0,0,0,0,0,0,0,0,1,0,0
7399,6.24,23.28,697.0,80000.0,12500.0,36,32.5,1.0,0.0,12.0,0.004770440369495381,9.433563920090563,9.45798139489078,10714,0,0,0,0,0,0,0,0,0,0,0
389,7.91,18.89,712.0,165000.0,35000.0,36,50.0,1.0,0.0,21.0,0.006638323404100581,10.463131911491967,10.889192400494602,6849,0,0,0,0,0,0,0,0,1,0,0
1516,12.88,16.57,727.0,120000.0,25000.0,36,64.8,0.0,0.0,10.0,0.007007524937292189,10.12667110305036,9.88108855759265,7639,0,1,0,0,0,0,0,1,0,1,0
4138,5.32,11.8,777.0,45000.0,7000.0,36,9.4,0.0,0.0,8.0,0.004684562565276327,8.853808274977197,8.062432791583195,4658,0,0,0,0,0,0,1,0,0,0,0
4323,19.89,25.07,742.0,103000.0,35000.0,60,49.0,0.0,0.0,7.0,0.008981951631537559,10.463131911491967,8.082402253926244,6392,0,0,0,1,0,0,0,0,0,1,0
1596,13.44,16.95,697.0,50403.0,10000.0,60,69.2,0.0,0.0,7.0,0.004558963574319498,9.210440366976515,8.842893331055539,3682,0,1,0,0,0,0,0,1,0,0,0
7466,13.67,14.38,687.0,58000.0,7200.0,36,3.8,1.0,0.0,3.0,0.0042228582265823,8.881975184248866,6.045005314036011,2983,0,1,0,0,0,0,0,1,1,0,0
6880,10.78,19.93,687.0,38000.0,15000.0,60,74.6,0.0,0.0,9.0,0.008539248967132445,9.61587214452889,9.635477379881811,5539,1,0,0,0,0,0,0,0,1,0,0
3922,14.85,31.25,662.0,52500.0,12000.0,60,44.5,1.0,0.0,9.0,0.005419706291308737,9.392745258631441,8.45914025996762,4383,0,1,0,0,0,0,0,1,0,1,0
7040,12.59,12.65,722.0,100000.0,35000.0,60,64.7,0.0,0.0,9.0,0.007890321096789032,10.463131911491967,10.556333436322547,6788,0,1,0,0,0,0,0,0,1,0,0
1301,7.91,19.99,722.0,55000.0,5000.0,36,78.3,0.0,0.0,8.0,0.002845039181105798,8.517393171418904,9.798349234412823,6239,0,0,0,0,0,0,0,0,0,0,0
5141,13.99,14.16,697.0,55000.0,17500.0,60,58.2,1.0,0.0,12.0,0.007401865420628716,9.770013301136157,9.91881941653311,14305,0,1,0,0,0,0,0,1,1,0,0
5999,7.91,13.11,677.0,95000.0,24000.0,36,66.5,0.0,0.0,10.0,0.007906022041873243,10.085850775128717,10.204258589529626,9618,0,0,0,0,0,0,0,0,0,0,0
5064,8.49,25.2,682.0,42000.0,9000.0,36,55.8,0.0,0.0,7.0,0.006763410394990595,9.105090961257085,8.637284671674058,9434,1,0,0,0,0,0,1,0,0,1,0
9670,11.22,19.9,687.0,110000.0,15000.0,36,68.9,3.0,0.0,15.0,0.004478595649130462,9.61587214452889,11.7090184258481,6908,1,0,0,0,0,0,0,0,1,0,0
3675,25.09,28.35,677.0,40000.0,13600.0,60,81.7,0.0,0.0,9.0,0.00999725006874828,9.517898598432753,9.84161214881804,11444,0,0,0,0,1,0,0,1,0,1,0
7826,6.24,6.38,792.0,96000.0,25000.0,36,9.3,0.0,0.0,14.0,0.007950750513015489,10.12667110305036,9.26065318584977,4992,0,0,0,0,0,0,0,1,0,1,0
118,18.99,33.47,672.0,108000.0,5475.0,36,41.0,2.0,4.0,11.0,0.0018580383514967453,8.608130186408339,8.021584533455107,5844,0,0,0,1,0,0,0,0,0,1,0
2372,8.49,19.25,722.0,49000.0,10000.0,36,25.5,0.0,0.0,10.0,0.00644129711638538,9.210440366976515,8.223358899479258,1552,1,0,0,0,0,0,0,0,0,0,0
4106,18.99,20.93,702.0,59000.0,25950.0,60,54.4,0.0,0.0,14.0,0.01140692530635074,10.163965423497027,10.569340614521527,6300,0,0,0,1,0,0,0,0,1,0,0
4115,15.77,23.19,712.0,58000.0,19875.0,60,38.0,0.0,0.0,25.0,0.008291236357993828,9.897268252722212,9.820431977398801,4536,0,0,1,0,0,0,0,0,0,0,0
4424,9.17,19.56,702.0,112000.0,24000.0,36,51.9,0.0,0.0,13.0,0.006831189007241007,10.085850775128717,10.535583457775974,5023,1,0,0,0,0,0,0,1,0,1,0
7226,10.64,19.59,667.0,55000.0,2400.0,36,70.7,2.0,0.0,12.0,0.001421246886420247,7.783640596221253,9.47868670812122,3774,1,0,0,0,0,0,0,1,1,0,0
137,13.44,24.19,712.0,125000.0,35000.0,36,51.9,0.0,0.0,15.0,0.009493684050527596,10.463131911491967,10.764286715905591,3470,0,1,0,0,0,0,0,0,1,0,0
5960,17.27,19.21,682.0,50000.0,25000.0,36,23.5,0.0,0.0,14.0,0.01789344213115738,10.12667110305036,9.434523382865054,9922,0,0,1,0,0,0,0,1,0,0,0
2596,14.85,16.68,667.0,40000.0,11525.0,36,26.2,1.0,2.0,22.0,0.009966750831229219,9.35236063199661,9.374328222081632,3562,0,1,0,0,0,0,0,0,1,0,0
3079,10.78,12.25,672.0,14400.0,5000.0,36,63.8,0.0,0.0,4.0,0.011331157558502883,8.517393171418904,8.315321775377567,10502,1,0,0,0,0,0,1,0,0,1,0
4801,5.32,15.87,752.0,77000.0,12000.0,36,17.1,0.0,0.0,19.0,0.004693185802781782,9.392745258631441,9.667765219015058,5447,0,0,0,0,0,0,0,0,0,0,0
4674,10.78,28.5,672.0,40000.0,8000.0,36,56.5,1.0,0.0,12.0,0.0065268368290792725,8.987321812850123,9.12238309321704,5357,1,0,0,0,0,0,0,1,1,0,0
4843,7.49,20.25,682.0,100000.0,28000.0,36,53.2,0.0,0.0,17.0,0.008708412915870841,10.239995502805314,10.750792555754964,5174,0,0,0,0,0,0,0,0,0,0,0
2474,7.49,23.34,722.0,150000.0,35000.0,36,43.0,0.0,0.0,24.0,0.007257018286544756,10.463131911491967,10.561292488948782,11718,0,0,0,0,0,0,0,0,1,0,0
3063,9.8,30.34,727.0,34180.0,12000.0,36,69.2,1.0,0.0,6.0,0.011295456540183142,9.392745258631441,8.832879460277615,6512,1,0,0,0,0,0,0,1,0,1,0
8630,14.48,9.3,727.0,70000.0,19000.0,60,21.9,0.0,0.0,6.0,0.006383337380894558,9.852246888342531,9.521568058002977,6088,0,1,0,0,0,0,0,1,1,0,0
1083,7.91,21.46,702.0,35620.0,10400.0,36,75.0,0.0,0.0,5.0,0.009137025911681312,9.249657234353133,9.859222136238113,15128,0,0,0,0,0,0,0,1,0,1,0
2331,13.44,6.81,682.0,31000.0,15000.0,60,61.0,0.0,1.0,11.0,0.011118673591174478,9.61587214452889,8.55333223803211,4413,0,1,0,0,0,0,0,1,1,0,0
5403,9.17,9.06,702.0,125000.0,9600.0,36,82.5,0.0,2.0,6.0,0.0024483004135966912,9.169622538697624,10.36567949988784,7973,1,0,0,0,0,0,0,0,0,0,0
9916,21.99,19.84,677.0,85000.0,17875.0,60,37.1,0.0,0.0,15.0,0.00580687286031929,9.791214310053341,9.219993629004321,3105,0,0,0,0,1,0,0,0,1,0,0
4211,8.49,26.85,742.0,120000.0,15000.0,36,39.4,0.0,0.0,22.0,0.00394538378846843,9.61587214452889,9.770470313426317,4017,1,0,0,0,0,0,0,1,0,0,0
9497,17.57,21.62,682.0,58000.0,18550.0,60,45.5,3.0,5.0,8.0,0.00804675781452044,9.828278974938373,9.389573832170903,4352,0,0,1,0,0,0,0,1,0,0,0
2669,19.89,14.34,692.0,62000.0,9275.0,36,28.0,3.0,0.0,32.0,0.005551200787084079,9.135185698375421,9.468542139105455,5782,0,0,0,1,0,0,0,0,0,1,0
8803,9.17,21.35,687.0,100000.0,3600.0,36,63.0,1.0,1.0,17.0,0.0011476885231147687,8.188966863648876,9.532930988916153,3348,1,0,0,0,0,0,0,0,1,0,0
8097,11.22,17.05,702.0,53000.0,21200.0,36,50.8,0.0,0.0,11.0,0.013137110620554329,9.961803629358963,10.424867285240648,5508,1,0,0,0,0,0,0,1,0,0,0
5940,9.8,20.82,712.0,100000.0,30000.0,36,52.8,0.0,0.0,14.0,0.0096520034799652,10.308985993422082,10.119807878502211,6453,1,0,0,0,0,0,0,0,0,1,0
5786,17.97,37.48,667.0,71400.0,12000.0,60,89.3,0.0,0.0,20.0,0.00426506631559782,9.392745258631441,11.152156437410916,5813,0,0,1,0,0,0,0,0,0,1,0
7887,8.38,29.39,707.0,63000.0,10000.0,36,47.4,1.0,0.0,8.0,0.005001825367851304,9.210440366976515,10.024819837703653,7061,1,0,0,0,0,0,0,1,0,0,0
1994,15.77,34.59,722.0,129500.0,20850.0,60,71.1,0.0,0.0,14.0,0.0038956455934703207,9.94515718770752,9.65252306301951,5813,0,0,1,0,0,0,0,0,0,0,0
4119,7.91,23.55,682.0,29000.0,7500.0,36,2.4,1.0,0.0,11.0,0.008093514016758042,8.922791623969635,6.282266746896006,5997,0,0,0,0,0,0,0,1,0,1,0
4971,11.99,21.21,697.0,45000.0,18000.0,36,43.8,1.0,0.0,10.0,0.013283704806559854,9.798182590890704,8.770128527538184,1217,0,1,0,0,0,0,0,0,0,0,0
7115,13.67,24.84,732.0,142000.0,32000.0,36,9.8,3.0,0.0,52.0,0.00766593193005683,10.373522431293592,10.474015019548162,5569,0,1,0,0,0,0,0,1,0,1,0
6826,9.8,4.72,672.0,30000.0,5000.0,36,28.0,0.0,0.0,6.0,0.0053621545948468385,8.517393171418904,7.444833273892193,6119,1,0,0,0,0,0,0,1,1,0,0
2188,10.78,19.69,682.0,130000.0,3500.0,36,74.6,0.0,0.0,10.0,0.0008786855485727034,8.160803920954665,9.659248037927183,7945,1,0,0,0,0,0,0,0,0,0,0
4237,6.49,5.72,762.0,108000.0,10000.0,36,2.2,0.0,1.0,12.0,0.0028374737270951194,9.210440366976515,6.873163834212518,9465,0,0,0,0,0,0,0,0,0,1,0
7980,17.86,28.59,667.0,50000.0,12450.0,36,52.5,0.0,0.0,10.0,0.008984420311593768,9.429556219952412,11.238172779922788,5539,0,0,1,0,0,0,1,0,0,1,0
8749,6.89,14.79,717.0,52500.0,15000.0,36,1.6,0.0,0.0,17.0,0.008807641759204588,9.61587214452889,6.175867270105761,3896,0,0,0,0,0,0,0,1,0,0,0
2234,7.91,11.29,787.0,90000.0,25000.0,60,33.1,0.0,0.0,11.0,0.005620381995755603,10.12667110305036,10.025439663286873,10257,0,0,0,0,0,0,1,0,0,0,0
2773,15.77,30.92,742.0,65440.0,23450.0,60,89.7,0.0,0.0,8.0,0.008670405403340414,10.06266841688844,10.548625513909712,5508,0,0,1,0,0,0,0,0,0,0,0
1752,11.99,8.78,662.0,51000.0,15000.0,60,23.9,0.0,0.0,19.0,0.006541048214740888,9.61587214452889,8.792093929503284,6484,0,1,0,0,0,0,0,1,1,0,0
527,9.8,25.43,692.0,175000.0,14000.0,36,83.2,1.0,0.0,19.0,0.0025738710064513916,9.546884034617925,10.62230247984465,5844,1,0,0,0,0,0,0,0,1,0,0
4266,11.99,9.39,672.0,104000.0,5000.0,36,47.2,0.0,0.0,14.0,0.0015966192632763147,8.517393171418904,9.278559610953327,5478,0,1,0,0,0,0,0,1,0,0,0
301,12.88,14.73,672.0,65000.0,10000.0,36,48.3,0.0,0.0,11.0,0.0051748434639467085,9.210440366976515,9.031094081699155,4383,0,1,0,0,0,0,0,0,1,0,0
2387,5.32,21.0,707.0,80000.0,25000.0,36,68.0,1.0,0.0,14.0,0.00941075736553293,10.12667110305036,12.291988839692628,10836,0,0,0,0,0,0,0,0,0,1,0
1522,10.78,13.75,682.0,128000.0,15000.0,36,80.3,0.0,0.0,9.0,0.003824345122303732,9.61587214452889,8.80492526261806,4686,1,0,0,0,0,0,0,1,1,0,0
1535,9.17,2.19,662.0,110000.0,8700.0,36,21.9,0.0,1.0,5.0,0.0025213407150844087,9.071193240566025,8.11522197256233,4413,1,0,0,0,0,0,0,0,0,0,0
7173,23.99,9.23,677.0,300000.0,35000.0,60,67.0,1.0,1.0,8.0,0.0033555888147039506,10.463131911491967,10.662633125602696,5113,0,0,0,0,1,0,0,1,0,1,0
4310,14.85,19.8,662.0,90000.0,6000.0,36,67.4,0.0,1.0,9.0,0.00230619659781558,8.699681400989512,8.826294231241318,5997,0,1,0,0,0,0,0,0,1,0,0
6978,15.41,22.49,692.0,120000.0,34975.0,60,55.7,0.0,0.0,23.0,0.006996608361596987,10.462417390976265,10.691490264108753,10380,0,0,1,0,0,0,0,1,1,0,0
3958,14.85,34.74,692.0,110000.0,5600.0,36,39.9,2.0,0.0,17.0,0.0017610748993190971,8.630700432209832,9.844533409692458,8430,0,1,0,0,0,0,0,0,0,1,0
1334,6.49,7.37,742.0,145000.0,20000.0,36,22.7,1.0,1.0,23.0,0.0042267984358728555,9.903537551286169,9.789758787207784,7549,0,0,0,0,0,0,0,0,0,0,0
9065,18.2,15.44,662.0,73000.0,12000.0,60,64.7,1.0,0.0,9.0,0.004192134354323913,9.392745258631441,9.516721521860449,6757,0,0,0,1,0,0,0,0,1,0,0
2417,18.49,9.89,742.0,61259.0,18700.0,60,17.5,0.0,0.0,12.0,0.00783317009467842,9.83633227734872,8.159374736775426,4658,0,0,1,0,0,0,0,1,1,0,0
4955,17.27,35.08,702.0,85000.0,35000.0,36,60.4,2.0,1.0,16.0,0.014735826637333678,10.463131911491967,10.42848231821631,5997,0,0,1,0,0,0,0,0,0,1,0
9336,13.67,15.5,687.0,143000.0,35000.0,60,35.0,1.0,0.0,24.0,0.005653247180089649,10.463131911491967,10.165928737122114,7519,0,1,0,0,0,0,0,0,0,1,0
1201,6.99,4.26,707.0,76000.0,12000.0,36,36.4,0.0,0.0,9.0,0.004874672701674979,9.392745258631441,9.569970943740547,4047,0,0,0,0,0,0,0,1,0,0,0
4878,11.99,18.26,682.0,42000.0,4000.0,36,96.3,0.0,0.0,5.0,0.0031627818385276544,8.294299608857235,9.766062876624455,5235,0,1,0,0,0,0,0,1,1,0,0
4858,15.77,17.92,707.0,45000.0,8000.0,36,37.2,2.0,0.0,6.0,0.006229861558632031,8.987321812850123,8.88391747120797,1186,0,0,1,0,0,0,0,1,1,0,0
3988,10.78,1.97,682.0,45000.0,4300.0,36,31.1,2.0,1.0,4.0,0.003118375147218951,8.366602832783736,7.8804263442924,3075,1,0,0,0,0,0,0,1,1,0,0
1488,12.88,24.31,682.0,89000.0,9600.0,36,69.0,1.0,0.0,16.0,0.0036281614813316707,9.169622538697624,10.203332852113714,11902,0,1,0,0,0,0,0,0,0,0,0
7083,16.55,37.4,702.0,42199.0,4325.0,36,33.6,1.0,0.0,9.0,0.0036312796208530806,8.372398606513004,7.205635176410364,7823,0,0,1,0,0,0,0,0,0,0,0
4343,15.77,8.33,702.0,123000.0,13600.0,60,39.0,3.0,0.0,11.0,0.0026753441028934725,9.517898598432753,9.288226910633254,4809,0,0,1,0,0,0,0,1,0,0,0
1805,13.99,26.23,747.0,100000.0,30000.0,36,25.7,1.0,0.0,18.0,0.01025179748202518,10.308985993422082,8.832587702434553,4870,0,1,0,0,0,0,0,0,0,1,0
25,14.85,15.22,727.0,35000.0,4225.0,36,24.6,0.0,2.0,6.0,0.004175880689123168,8.349011198176001,6.9650803456014065,1614,0,1,0,0,0,0,0,1,1,0,0
6433,6.99,18.03,702.0,58000.0,8000.0,36,33.9,0.0,0.0,11.0,0.004258374855605938,8.987321812850123,9.609854474590907,7884,0,0,0,0,0,0,0,0,1,0,0
8161,12.59,5.72,692.0,34000.0,4200.0,36,79.9,0.0,0.0,5.0,0.004137819475897767,8.343077871169381,8.76264602965028,4139,0,1,0,0,0,0,1,0,1,0,0
9132,14.48,12.85,662.0,75000.0,2000.0,36,13.8,2.0,2.0,17.0,0.0009177210970520393,7.601402334583733,8.382975849296429,5235,0,1,0,0,0,0,0,0,1,0,0
7526,11.22,13.15,672.0,48000.0,15600.0,60,66.1,0.0,0.0,7.0,0.007101935376346326,9.655090293747248,9.13259502335133,10288,1,0,0,0,0,0,0,1,1,0,0
5188,9.17,29.06,742.0,93000.0,35000.0,36,36.5,1.0,0.0,12.0,0.011997397877442178,10.463131911491967,10.12515000756854,7030,1,0,0,0,0,0,0,0,0,0,0
490,9.8,22.29,727.0,45000.0,3500.0,36,26.1,1.0,1.0,30.0,0.002502388835803649,8.160803920954665,8.082402253926244,8065,1,0,0,0,0,0,0,0,1,0,0
7557,12.59,30.47,682.0,33000.0,14500.0,36,77.7,0.0,0.0,14.0,0.014718038847307657,9.581972891547895,9.500693872983122,12175,0,1,0,0,0,0,1,0,1,0,0
4863,9.8,8.34,742.0,102000.0,8400.0,36,7.6,1.0,0.0,13.0,0.002649581866844443,9.036106025364846,8.600798775271034,3256,1,0,0,0,0,0,0,1,0,0,0
9442,10.64,6.78,747.0,60000.0,2500.0,36,32.8,2.0,0.0,9.0,0.0013571440475992067,7.824445930877618,9.61707134520558,13879,1,0,0,0,0,0,0,1,0,0,0
1432,18.99,3.04,707.0,90000.0,35000.0,36,74.4,1.0,0.0,3.0,0.014253063854846057,10.463131911491967,9.137231900155545,7670,0,0,0,1,0,0,0,0,1,0,0
5427,7.49,15.53,752.0,135000.0,30000.0,36,57.9,0.0,0.0,8.0,0.006911430285701587,10.308985993422082,9.519074291124575,4992,0,0,0,0,0,0,0,0,0,0,0
939,12.88,4.94,662.0,50000.0,20000.0,36,59.2,0.0,0.0,5.0,0.013454330913381734,9.903537551286169,8.744806737401898,4352,0,1,0,0,0,0,1,0,1,0,0
5088,8.49,24.13,697.0,62400.0,10400.0,36,47.1,1.0,0.0,16.0,0.005260492620310571,9.249657234353133,9.752024923328156,5935,1,0,0,0,0,0,0,1,0,0,0
1421,8.49,30.57,682.0,38000.0,5000.0,36,5.1,2.0,1.0,12.0,0.004153048603984105,8.517393171418904,7.324489979348532,9069,1,0,0,0,0,0,0,1,0,0,0
5862,15.77,8.27,737.0,55000.0,12225.0,36,33.3,0.0,0.0,5.0,0.007789131106707151,9.41132011058867,8.233768709217097,1979,0,0,1,0,0,0,0,1,0,0,0
9029,12.59,27.51,722.0,70500.0,18000.0,60,54.6,0.0,0.0,12.0,0.005755804882200253,9.798182590890704,10.417926639871954,7700,0,1,0,0,0,0,0,0,0,0,0
7893,6.24,18.27,742.0,75000.0,15000.0,36,56.7,0.0,0.0,7.0,0.006106185250863322,9.61587214452889,8.906257878156621,5966,0,0,0,0,0,0,0,0,0,0,0
5032,17.27,15.56,707.0,84000.0,11050.0,36,11.8,3.0,0.0,29.0,0.0047076820514041495,9.310276200588781,7.891330757661888,5539,0,0,1,0,0,0,0,1,1,0,0
2550,17.97,20.54,677.0,117132.0,23825.0,36,94.0,0.0,0.0,14.0,0.007350447781581621,10.078532700359306,10.246083855865301,6543,0,0,1,0,0,0,0,0,1,0,0
937,5.32,26.23,772.0,41000.0,5400.0,36,3.9,0.0,0.0,10.0,0.003966244725738396,8.59433940059289,7.520776415062797,10622,0,0,0,0,0,0,0,1,0,0,0
2442,16.59,27.57,667.0,64500.0,20000.0,36,46.5,1.0,0.0,16.0,0.010991922605851072,9.903537551286169,9.123256265069069,5113,0,0,1,0,0,0,0,0,0,1,0
9059,18.49,37.5,692.0,86000.0,25000.0,60,94.8,1.0,5.0,10.0,0.007459448145951791,10.12667110305036,9.967963571720492,6665,0,0,0,1,0,0,0,1,1,0,0
4170,11.48,19.71,722.0,35000.0,6400.0,36,26.1,1.0,0.0,12.0,0.0060281134824719295,8.764209507142002,9.511777409660299,6239,1,0,0,0,0,0,0,1,0,0,0
123,19.89,9.57,667.0,80000.0,6900.0,36,35.9,3.0,0.0,10.0,0.0032005849926875917,8.8394216076206,8.316789127071516,3835,0,0,0,1,0,0,0,1,1,0,0
7649,12.59,24.85,667.0,88000.0,17600.0,36,41.3,1.0,0.0,28.0,0.006699355689139896,9.775710997593968,10.945017895028798,6969,0,1,0,0,0,0,0,0,0,1,0
9465,12.59,17.74,697.0,76000.0,22000.0,36,2.4,1.0,0.0,8.0,0.009696319785265983,9.99884318585288,6.513230110912307,2556,0,1,0,0,0,0,0,1,1,0,0
4159,7.49,32.21,692.0,56000.0,9600.0,36,38.6,0.0,1.0,14.0,0.0053316905055266865,9.169622538697624,9.56976154158294,7061,0,0,0,0,0,0,0,0,0,1,0
1160,19.48,35.12,667.0,35000.0,17500.0,60,53.7,0.0,0.0,17.0,0.01310248278620611,9.770013301136157,9.204121072162266,4505,0,0,0,1,0,0,0,0,0,0,0
814,7.49,8.28,692.0,50000.0,1800.0,36,63.2,0.0,0.0,6.0,0.0011197776044479112,7.496097345175956,9.41962837699995,5113,0,0,0,0,0,0,0,0,1,0,0
1143,13.99,9.65,682.0,140000.0,4500.0,36,100.3,1.0,2.0,6.0,0.0010984207255662459,8.412054873292933,8.010027528481734,10136,0,1,0,0,0,0,0,0,1,0,0
9669,7.26,21.55,732.0,87319.0,12000.0,36,12.4,0.0,0.0,18.0,0.004259734310581768,9.392745258631441,8.284756593190435,13210,0,0,0,0,0,0,0,0,1,0,0
6590,8.49,15.53,672.0,90000.0,5000.0,36,27.2,1.0,0.0,12.0,0.0017535360718214242,8.517393171418904,8.678631537293768,4139,1,0,0,0,0,0,0,1,1,0,0
6018,7.91,13.73,722.0,115000.0,16000.0,36,18.1,2.0,0.0,17.0,0.0043540490952252596,9.680406499268875,9.538348315899528,8004,0,0,0,0,0,0,0,1,0,1,0
3341,26.06,15.13,662.0,69000.0,4125.0,36,51.0,5.0,1.0,8.0,0.0024106897001492733,8.325063693631197,7.7102051944325325,3986,0,0,0,0,1,0,0,0,1,0,0
7533,6.89,19.12,757.0,110000.0,12000.0,36,26.3,0.0,0.0,21.0,0.003362969427550659,9.392745258631441,10.669629585962323,11718,0,0,0,0,0,0,0,0,1,0,0
1389,9.17,19.37,712.0,95000.0,20000.0,36,20.1,0.0,0.0,16.0,0.006711297775812887,9.903537551286169,9.344871264933788,2739,1,0,0,0,0,0,0,1,1,0,0
4868,11.99,24.74,697.0,75000.0,16300.0,36,96.9,0.0,0.0,6.0,0.007217503766616446,9.69898173460629,9.642901705746048,4352,0,1,0,0,0,0,0,1,0,1,0
2067,9.8,27.94,687.0,37200.0,5000.0,36,44.7,0.0,1.0,12.0,0.004324346119727964,8.517393171418904,9.431401757086068,5722,1,0,0,0,0,0,0,1,0,1,0
5609,6.49,19.24,767.0,35000.0,10000.0,36,20.6,0.0,0.0,10.0,0.008755464129596296,9.210440366976515,8.859647499714997,2800,0,0,0,0,0,0,0,1,0,0,0
2503,7.49,19.22,742.0,242000.0,6000.0,36,43.4,0.0,0.0,28.0,0.0007711125160639832,8.699681400989512,10.511675793868882,15309,0,0,0,0,0,0,0,1,0,0,0
1274,11.48,18.82,677.0,55000.0,15000.0,36,57.9,0.0,0.0,8.0,0.008990745622806858,9.61587214452889,9.433803872101311,7427,1,0,0,0,0,0,0,1,0,1,0
7632,15.41,36.28,727.0,70000.0,22850.0,60,28.4,0.0,0.0,9.0,0.007836030913844088,10.036750159040897,7.8804263442924,2129,0,0,1,0,0,0,0,1,1,0,0
6650,5.32,2.45,682.0,64400.0,12000.0,36,42.0,0.0,0.0,5.0,0.0056114035496343225,9.392745258631441,8.281470857895167,7884,0,0,0,0,0,0,0,0,0,1,0
1271,15.77,31.89,692.0,33000.0,10650.0,36,71.2,1.0,0.0,7.0,0.011309354261992062,9.273409063443165,9.163143937145207,4108,0,0,1,0,0,0,1,0,0,1,0
6137,16.59,31.7,767.0,48000.0,7800.0,36,12.0,0.0,0.0,14.0,0.005760504989479386,8.962007209588313,7.717351272185329,3805,0,0,1,0,0,0,0,0,0,0,0
4829,9.17,31.56,732.0,18100.0,8675.0,36,28.7,1.0,0.0,18.0,0.01527816142754544,9.068315871946766,9.464284672443105,4078,1,0,0,0,0,0,0,1,0,0,0
4297,10.78,20.45,712.0,125000.0,30000.0,36,82.5,1.0,0.0,11.0,0.007832257341941264,10.308985993422082,10.565634141976284,5844,1,0,0,0,0,0,0,0,0,1,0
1247,12.88,29.79,682.0,46000.0,15000.0,36,28.0,3.0,2.0,12.0,0.010968239820873459,9.61587214452889,8.832441791585824,7000,0,1,0,0,0,0,0,0,0,1,0
2497,6.99,14.3,837.0,80000.0,5000.0,36,0.0,0.0,0.0,6.0,0.0019296008799890001,8.517393171418904,2.0794415416798357,7639,0,0,0,0,0,0,0,0,0,0,0
4926,9.8,22.18,752.0,48000.0,6000.0,36,34.4,0.0,0.0,13.0,0.004021791212683069,8.699681400989512,9.31847703058076,5722,1,0,0,0,0,0,0,0,0,1,0
1618,9.8,13.46,707.0,70000.0,12000.0,36,33.8,0.0,1.0,9.0,0.005515492635819488,9.392745258631441,8.972844314437571,3348,1,0,0,0,0,0,0,0,0,0,0
8649,7.26,27.23,697.0,43188.0,15000.0,36,44.8,0.0,0.0,10.0,0.010765472689805274,9.61587214452889,10.682560103927765,7853,0,0,0,0,0,0,0,1,0,1,0
813,9.17,25.6,727.0,70000.0,9100.0,36,93.3,0.0,0.0,8.0,0.004144226511049842,9.116139576577355,10.532256199159868,7183,1,0,0,0,0,0,0,0,0,0,0
6521,11.48,8.86,672.0,75000.0,15000.0,36,67.5,0.0,0.0,7.0,0.0065932454233943545,9.61587214452889,8.666302614004078,1948,1,0,0,0,0,0,0,0,0,1,0
1125,13.99,29.01,662.0,35000.0,10000.0,36,64.5,0.0,0.0,7.0,0.009763435330419132,9.210440366976515,8.209580483475577,4261,0,1,0,0,0,0,0,1,1,0,0
8095,13.67,31.53,702.0,130000.0,24000.0,60,35.0,1.0,3.0,33.0,0.004264197967707941,10.085850775128717,10.465158370307687,4870,0,1,0,0,0,0,0,0,0,0,0
8596,7.89,14.46,717.0,75000.0,28000.0,36,74.9,0.0,0.0,6.0,0.011679844268743083,10.239995502805314,10.62558655504584,5357,0,0,0,0,0,0,0,0,0,0,0
971,10.78,39.3,727.0,50000.0,25000.0,60,71.6,0.0,0.0,6.0,0.010816383672326554,10.12667110305036,10.069933760171793,4078,1,0,0,0,0,0,0,1,0,1,0
